Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Luleå-Kallax Flygplats;162860;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
2004-02-01 00:00:01;2004-03-01 00:00:00;2004-02;-9.2;Y
2004-03-01 00:00:01;2004-04-01 00:00:00;2004-03;-5.1;Y
2004-04-01 00:00:01;2004-05-01 00:00:00;2004-04;0.8;Y
2004-05-01 00:00:01;2004-06-01 00:00:00;2004-05;7.3;Y
2004-06-01 00:00:01;2004-07-01 00:00:00;2004-06;11.9;Y
2004-07-01 00:00:01;2004-08-01 00:00:00;2004-07;15.9;Y
2004-08-01 00:00:01;2004-09-01 00:00:00;2004-08;14.6;Y
2004-09-01 00:00:01;2004-10-01 00:00:00;2004-09;9.6;Y
2004-10-01 00:00:01;2004-11-01 00:00:00;2004-10;2.3;Y
2004-11-01 00:00:01;2004-12-01 00:00:00;2004-11;-4.9;Y
2004-12-01 00:00:01;2005-01-01 00:00:00;2004-12;-4.5;Y
2005-01-01 00:00:01;2005-02-01 00:00:00;2005-01;-4.6;Y
2005-02-01 00:00:01;2005-03-01 00:00:00;2005-02;-7.6;Y
2005-03-01 00:00:01;2005-04-01 00:00:00;2005-03;-6.8;Y
2005-04-01 00:00:01;2005-05-01 00:00:00;2005-04;1.7;Y
2005-05-01 00:00:01;2005-06-01 00:00:00;2005-05;5.7;Y
2005-06-01 00:00:01;2005-07-01 00:00:00;2005-06;13.2;Y
2005-07-01 00:00:01;2005-08-01 00:00:00;2005-07;17.7;Y
2005-08-01 00:00:01;2005-09-01 00:00:00;2005-08;15.1;Y
2005-09-01 00:00:01;2005-10-01 00:00:00;2005-09;9.6;Y
2005-10-01 00:00:01;2005-11-01 00:00:00;2005-10;4.8;Y
2005-11-01 00:00:01;2005-12-01 00:00:00;2005-11;0.4;Y
2005-12-01 00:00:01;2006-01-01 00:00:00;2005-12;-7.8;Y
2006-01-01 00:00:01;2006-02-01 00:00:00;2006-01;-5.9;Y
2006-02-01 00:00:01;2006-03-01 00:00:00;2006-02;-9.8;Y
2006-03-01 00:00:01;2006-04-01 00:00:00;2006-03;-9.1;Y
2006-04-01 00:00:01;2006-05-01 00:00:00;2006-04;0.8;Y
2006-05-01 00:00:01;2006-06-01 00:00:00;2006-05;7.9;Y
2006-06-01 00:00:01;2006-07-01 00:00:00;2006-06;13.1;Y
2006-07-01 00:00:01;2006-08-01 00:00:00;2006-07;16.2;Y
2006-08-01 00:00:01;2006-09-01 00:00:00;2006-08;17.6;Y
2006-09-01 00:00:01;2006-10-01 00:00:00;2006-09;10.9;Y
2006-10-01 00:00:01;2006-11-01 00:00:00;2006-10;1.4;Y
2006-11-01 00:00:01;2006-12-01 00:00:00;2006-11;-1.1;Y
2006-12-01 00:00:01;2007-01-01 00:00:00;2006-12;-1.4;Y
2007-01-01 00:00:01;2007-02-01 00:00:00;2007-01;-9.0;Y
2007-02-01 00:00:01;2007-03-01 00:00:00;2007-02;-13.4;Y
2007-03-01 00:00:01;2007-04-01 00:00:00;2007-03;-1.4;Y
2007-04-01 00:00:01;2007-05-01 00:00:00;2007-04;2.9;Y
2007-05-01 00:00:01;2007-06-01 00:00:00;2007-05;7.1;Y
2007-06-01 00:00:01;2007-07-01 00:00:00;2007-06;13.9;Y
2007-07-01 00:00:01;2007-08-01 00:00:00;2007-07;15.6;Y
2007-08-01 00:00:01;2007-09-01 00:00:00;2007-08;14.6;Y
2007-09-01 00:00:01;2007-10-01 00:00:00;2007-09;8.3;Y
2007-10-01 00:00:01;2007-11-01 00:00:00;2007-10;5.1;Y
2007-11-01 00:00:01;2007-12-01 00:00:00;2007-11;-3.3;Y
2007-12-01 00:00:01;2008-01-01 00:00:00;2007-12;-0.9;Y
2008-01-01 00:00:01;2008-02-01 00:00:00;2008-01;-4.3;Y
2008-02-01 00:00:01;2008-03-01 00:00:00;2008-02;-4.0;Y
2008-03-01 00:00:01;2008-04-01 00:00:00;2008-03;-5.3;Y
2008-04-01 00:00:01;2008-05-01 00:00:00;2008-04;0.5;Y
2008-05-01 00:00:01;2008-06-01 00:00:00;2008-05;7.1;Y
2008-06-01 00:00:01;2008-07-01 00:00:00;2008-06;12.4;Y
2008-07-01 00:00:01;2008-08-01 00:00:00;2008-07;15.7;Y
2008-08-01 00:00:01;2008-09-01 00:00:00;2008-08;12.6;Y
2008-09-01 00:00:01;2008-10-01 00:00:00;2008-09;8.4;Y
2008-10-01 00:00:01;2008-11-01 00:00:00;2008-10;3.6;Y
2008-11-01 00:00:01;2008-12-01 00:00:00;2008-11;-3.5;Y
2008-12-01 00:00:01;2009-01-01 00:00:00;2008-12;-3.8;Y
2009-01-01 00:00:01;2009-02-01 00:00:00;2009-01;-7.0;Y
2009-02-01 00:00:01;2009-03-01 00:00:00;2009-02;-12.4;Y
2009-03-01 00:00:01;2009-04-01 00:00:00;2009-03;-4.4;Y
2009-04-01 00:00:01;2009-05-01 00:00:00;2009-04;0.9;Y
2009-05-01 00:00:01;2009-06-01 00:00:00;2009-05;9.4;Y
2009-06-01 00:00:01;2009-07-01 00:00:00;2009-06;13.0;Y
2009-07-01 00:00:01;2009-08-01 00:00:00;2009-07;15.5;Y
2009-08-01 00:00:01;2009-09-01 00:00:00;2009-08;15.4;Y
2009-09-01 00:00:01;2009-10-01 00:00:00;2009-09;10.9;Y
2009-10-01 00:00:01;2009-11-01 00:00:00;2009-10;0.6;Y
2009-11-01 00:00:01;2009-12-01 00:00:00;2009-11;0.1;Y
2009-12-01 00:00:01;2010-01-01 00:00:00;2009-12;-8.4;Y
2010-01-01 00:00:01;2010-02-01 00:00:00;2010-01;-11.7;Y
2010-02-01 00:00:01;2010-03-01 00:00:00;2010-02;-15.8;Y
2010-03-01 00:00:01;2010-04-01 00:00:00;2010-03;-6.3;Y
2010-04-01 00:00:01;2010-05-01 00:00:00;2010-04;1.6;Y
2010-05-01 00:00:01;2010-06-01 00:00:00;2010-05;9.7;Y
2010-06-01 00:00:01;2010-07-01 00:00:00;2010-06;12.0;Y
2010-07-01 00:00:01;2010-08-01 00:00:00;2010-07;16.4;Y
2010-08-01 00:00:01;2010-09-01 00:00:00;2010-08;13.4;Y
2010-09-01 00:00:01;2010-10-01 00:00:00;2010-09;9.3;Y
2010-10-01 00:00:01;2010-11-01 00:00:00;2010-10;3.8;Y
2010-11-01 00:00:01;2010-12-01 00:00:00;2010-11;-8.3;Y
2010-12-01 00:00:01;2011-01-01 00:00:00;2010-12;-13.0;Y
2011-01-01 00:00:01;2011-02-01 00:00:00;2011-01;-10.5;Y
2011-02-01 00:00:01;2011-03-01 00:00:00;2011-02;-15.6;Y
2011-03-01 00:00:01;2011-04-01 00:00:00;2011-03;-3.7;Y
2011-04-01 00:00:01;2011-05-01 00:00:00;2011-04;3.8;Y
2011-05-01 00:00:01;2011-06-01 00:00:00;2011-05;7.1;Y
2011-06-01 00:00:01;2011-07-01 00:00:00;2011-06;15.1;Y
2011-07-01 00:00:01;2011-08-01 00:00:00;2011-07;17.8;Y
2011-08-01 00:00:01;2011-09-01 00:00:00;2011-08;14.6;Y
2011-09-01 00:00:01;2011-10-01 00:00:00;2011-09;10.9;Y
2011-10-01 00:00:01;2011-11-01 00:00:00;2011-10;5.1;Y
2011-11-01 00:00:01;2011-12-01 00:00:00;2011-11;2.1;Y
2011-12-01 00:00:01;2012-01-01 00:00:00;2011-12;-1.3;Y
2012-01-01 00:00:01;2012-02-01 00:00:00;2012-01;-7.7;Y
2012-02-01 00:00:01;2012-03-01 00:00:00;2012-02;-12.2;Y
2012-03-01 00:00:01;2012-04-01 00:00:00;2012-03;-0.7;Y
2012-04-01 00:00:01;2012-05-01 00:00:00;2012-04;0.1;Y
2012-05-01 00:00:01;2012-06-01 00:00:00;2012-05;6.9;Y
2012-06-01 00:00:01;2012-07-01 00:00:00;2012-06;11.6;Y
2012-07-01 00:00:01;2012-08-01 00:00:00;2012-07;15.3;Y
2012-08-01 00:00:01;2012-09-01 00:00:00;2012-08;14.1;Y
2012-09-01 00:00:01;2012-10-01 00:00:00;2012-09;8.8;Y
2012-10-01 00:00:01;2012-11-01 00:00:00;2012-10;2.2;Y
2012-11-01 00:00:01;2012-12-01 00:00:00;2012-11;0.1;Y
2012-12-01 00:00:01;2013-01-01 00:00:00;2012-12;-11.2;Y
2013-01-01 00:00:01;2013-02-01 00:00:00;2013-01;-8.9;Y
2013-02-01 00:00:01;2013-03-01 00:00:00;2013-02;-7.2;Y
2013-03-01 00:00:01;2013-04-01 00:00:00;2013-03;-9.0;Y
2013-04-01 00:00:01;2013-05-01 00:00:00;2013-04;0.4;Y
2013-05-01 00:00:01;2013-06-01 00:00:00;2013-05;9.8;Y
2013-06-01 00:00:01;2013-07-01 00:00:00;2013-06;14.4;Y
2013-07-01 00:00:01;2013-08-01 00:00:00;2013-07;15.4;Y
2013-08-01 00:00:01;2013-09-01 00:00:00;2013-08;15.2;Y
2013-09-01 00:00:01;2013-10-01 00:00:00;2013-09;11.3;Y
2013-10-01 00:00:01;2013-11-01 00:00:00;2013-10;3.7;Y
2013-11-01 00:00:01;2013-12-01 00:00:00;2013-11;-2.2;Y
2013-12-01 00:00:01;2014-01-01 00:00:00;2013-12;-3.0;Y
2014-01-01 00:00:01;2014-02-01 00:00:00;2014-01;-11.2;Y
2014-02-01 00:00:01;2014-03-01 00:00:00;2014-02;-1.3;Y
2014-03-01 00:00:01;2014-04-01 00:00:00;2014-03;-0.2;Y
2014-04-01 00:00:01;2014-05-01 00:00:00;2014-04;2.6;Y
2014-05-01 00:00:01;2014-06-01 00:00:00;2014-05;7.5;Y
2014-06-01 00:00:01;2014-07-01 00:00:00;2014-06;11.6;Y
2014-07-01 00:00:01;2014-08-01 00:00:00;2014-07;19.5;Y
2014-08-01 00:00:01;2014-09-01 00:00:00;2014-08;15.7;Y
2014-09-01 00:00:01;2014-10-01 00:00:00;2014-09;10.5;Y
2014-10-01 00:00:01;2014-11-01 00:00:00;2014-10;2.9;Y
2014-11-01 00:00:01;2014-12-01 00:00:00;2014-11;-3.2;Y
2014-12-01 00:00:01;2015-01-01 00:00:00;2014-12;-5.0;Y
2015-01-01 00:00:01;2015-02-01 00:00:00;2015-01;-8.7;Y
2015-02-01 00:00:01;2015-03-01 00:00:00;2015-02;-2.8;Y
2015-03-01 00:00:01;2015-04-01 00:00:00;2015-03;-0.1;Y
2015-04-01 00:00:01;2015-05-01 00:00:00;2015-04;3.0;Y
2015-05-01 00:00:01;2015-06-01 00:00:00;2015-05;6.7;Y
2015-06-01 00:00:01;2015-07-01 00:00:00;2015-06;11.6;Y
2015-07-01 00:00:01;2015-08-01 00:00:00;2015-07;14.6;Y
2015-08-01 00:00:01;2015-09-01 00:00:00;2015-08;15.7;Y
2015-09-01 00:00:01;2015-10-01 00:00:00;2015-09;11.5;Y
2015-10-01 00:00:01;2015-11-01 00:00:00;2015-10;3.8;Y
2015-11-01 00:00:01;2015-12-01 00:00:00;2015-11;1.3;Y
2015-12-01 00:00:01;2016-01-01 00:00:00;2015-12;-3.1;Y
2016-01-01 00:00:01;2016-02-01 00:00:00;2016-01;-14.1;Y
2016-02-01 00:00:01;2016-03-01 00:00:00;2016-02;-6.8;Y
2016-03-01 00:00:01;2016-04-01 00:00:00;2016-03;-2.3;Y
2016-04-01 00:00:01;2016-05-01 00:00:00;2016-04;1.6;Y
2016-05-01 00:00:01;2016-06-01 00:00:00;2016-05;9.3;Y
2016-06-01 00:00:01;2016-07-01 00:00:00;2016-06;12.6;Y
2016-07-01 00:00:01;2016-08-01 00:00:00;2016-07;16.7;Y
2016-08-01 00:00:01;2016-09-01 00:00:00;2016-08;13.7;Y
2016-09-01 00:00:01;2016-10-01 00:00:00;2016-09;10.6;Y
2016-10-01 00:00:01;2016-11-01 00:00:00;2016-10;3.7;Y
2016-11-01 00:00:01;2016-12-01 00:00:00;2016-11;-3.0;Y
2016-12-01 00:00:01;2017-01-01 00:00:00;2016-12;-5.0;Y
2017-01-01 00:00:01;2017-02-01 00:00:00;2017-01;-5.7;Y
2017-02-01 00:00:01;2017-03-01 00:00:00;2017-02;-6.3;Y
2017-03-01 00:00:01;2017-04-01 00:00:00;2017-03;-3.8;Y
2017-04-01 00:00:01;2017-05-01 00:00:00;2017-04;-0.2;Y
2017-05-01 00:00:01;2017-06-01 00:00:00;2017-05;5.4;Y
2017-06-01 00:00:01;2017-07-01 00:00:00;2017-06;12.1;Y
2017-07-01 00:00:01;2017-08-01 00:00:00;2017-07;14.5;Y
2017-08-01 00:00:01;2017-09-01 00:00:00;2017-08;13.4;Y
2017-09-01 00:00:01;2017-10-01 00:00:00;2017-09;9.3;Y
2017-10-01 00:00:01;2017-11-01 00:00:00;2017-10;3.6;Y
2017-11-01 00:00:01;2017-12-01 00:00:00;2017-11;-2.7;Y
2017-12-01 00:00:01;2018-01-01 00:00:00;2017-12;-7.2;Y
2018-01-01 00:00:01;2018-02-01 00:00:00;2018-01;-9.8;Y
2018-02-01 00:00:01;2018-03-01 00:00:00;2018-02;-12.6;Y
2018-03-01 00:00:01;2018-04-01 00:00:00;2018-03;-7.5;Y
2018-04-01 00:00:01;2018-05-01 00:00:00;2018-04;0.4;Y
2018-05-01 00:00:01;2018-06-01 00:00:00;2018-05;10.2;Y
2018-06-01 00:00:01;2018-07-01 00:00:00;2018-06;12.1;Y
2018-07-01 00:00:01;2018-08-01 00:00:00;2018-07;20.3;Y
2018-08-01 00:00:01;2018-09-01 00:00:00;2018-08;15.3;Y
2018-09-01 00:00:01;2018-10-01 00:00:00;2018-09;10.1;Y
2018-10-01 00:00:01;2018-11-01 00:00:00;2018-10;3.2;Y
2018-11-01 00:00:01;2018-12-01 00:00:00;2018-11;0.2;Y
2018-12-01 00:00:01;2019-01-01 00:00:00;2018-12;-7.3;Y
2019-01-01 00:00:01;2019-02-01 00:00:00;2019-01;-13.1;Y
2019-02-01 00:00:01;2019-03-01 00:00:00;2019-02;-8.1;Y
2019-03-01 00:00:01;2019-04-01 00:00:00;2019-03;-3.7;Y
2019-04-01 00:00:01;2019-05-01 00:00:00;2019-04;3.1;Y
2019-05-01 00:00:01;2019-06-01 00:00:00;2019-05;6.8;Y
2019-06-01 00:00:01;2019-07-01 00:00:00;2019-06;13.7;Y
2019-07-01 00:00:01;2019-08-01 00:00:00;2019-07;15.6;Y
2019-08-01 00:00:01;2019-09-01 00:00:00;2019-08;14.8;Y
2019-09-01 00:00:01;2019-10-01 00:00:00;2019-09;8.7;Y
2019-10-01 00:00:01;2019-11-01 00:00:00;2019-10;0.6;Y
2019-11-01 00:00:01;2019-12-01 00:00:00;2019-11;-5.2;Y
2019-12-01 00:00:01;2020-01-01 00:00:00;2019-12;-3.3;Y
2020-01-01 00:00:01;2020-02-01 00:00:00;2020-01;-3.0;Y
2020-02-01 00:00:01;2020-03-01 00:00:00;2020-02;-5.6;Y
2020-03-01 00:00:01;2020-04-01 00:00:00;2020-03;-1.8;Y
2020-04-01 00:00:01;2020-05-01 00:00:00;2020-04;1.4;Y
2020-05-01 00:00:01;2020-06-01 00:00:00;2020-05;6.7;Y
2020-06-01 00:00:01;2020-07-01 00:00:00;2020-06;16.6;Y
2020-07-01 00:00:01;2020-08-01 00:00:00;2020-07;14.6;Y
2020-08-01 00:00:01;2020-09-01 00:00:00;2020-08;14.7;Y
2020-09-01 00:00:01;2020-10-01 00:00:00;2020-09;10.3;Y
2020-10-01 00:00:01;2020-11-01 00:00:00;2020-10;4.4;Y
2020-11-01 00:00:01;2020-12-01 00:00:00;2020-11;1.8;Y
2020-12-01 00:00:01;2021-01-01 00:00:00;2020-12;-0.6;Y
2021-01-01 00:00:01;2021-02-01 00:00:00;2021-01;-11.3;Y
2021-02-01 00:00:01;2021-03-01 00:00:00;2021-02;-10.0;Y
2021-03-01 00:00:01;2021-04-01 00:00:00;2021-03;-2.4;Y
2021-04-01 00:00:01;2021-05-01 00:00:00;2021-04;1.7;Y
2021-05-01 00:00:01;2021-06-01 00:00:00;2021-05;6.3;Y
2021-06-01 00:00:01;2021-07-01 00:00:00;2021-06;15.2;Y
2021-07-01 00:00:01;2021-08-01 00:00:00;2021-07;18.6;Y
2021-08-01 00:00:01;2021-09-01 00:00:00;2021-08;13.9;Y
2021-09-01 00:00:01;2021-10-01 00:00:00;2021-09;8.3;Y
2021-10-01 00:00:01;2021-11-01 00:00:00;2021-10;3.7;Y
2021-11-01 00:00:01;2021-12-01 00:00:00;2021-11;-3.6;Y
2021-12-01 00:00:01;2022-01-01 00:00:00;2021-12;-9.2;Y
2022-01-01 00:00:01;2022-02-01 00:00:00;2022-01;-6.5;Y
2022-02-01 00:00:01;2022-03-01 00:00:00;2022-02;-7.7;Y
2022-03-01 00:00:01;2022-04-01 00:00:00;2022-03;-1.9;Y
2022-04-01 00:00:01;2022-05-01 00:00:00;2022-04;0.4;Y
2022-05-01 00:00:01;2022-06-01 00:00:00;2022-05;7.6;Y
2022-06-01 00:00:01;2022-07-01 00:00:00;2022-06;14.6;Y
2022-07-01 00:00:01;2022-08-01 00:00:00;2022-07;16.7;Y
2022-08-01 00:00:01;2022-09-01 00:00:00;2022-08;15.2;Y
2022-09-01 00:00:01;2022-10-01 00:00:00;2022-09;9.0;Y
2022-10-01 00:00:01;2022-11-01 00:00:00;2022-10;5.1;Y
2022-11-01 00:00:01;2022-12-01 00:00:00;2022-11;-2.0;Y
2022-12-01 00:00:01;2023-01-01 00:00:00;2022-12;-7.7;Y
2023-01-01 00:00:01;2023-02-01 00:00:00;2023-01;-5.1;Y
2023-02-01 00:00:01;2023-03-01 00:00:00;2023-02;-5.3;Y
